"","diseaseId","targetId","datatypeId","datasourceId","score","evidenceCount"
"446529","MONDO_0006037","ENSG00000074047","literature","europepmc",0.02431723,1
"446530","MONDO_0006037","ENSG00000100578","literature","europepmc",0.02127758,2
"446531","MONDO_0006037","ENSG00000106571","literature","europepmc",0.01215862,1
"453550","MONDO_0006037","ENSG00000110060","genetic_association","eva",0.7181742,17
"555643","MONDO_0008708","ENSG00000005381","literature","europepmc",0.06079308,1
"555644","MONDO_0008708","ENSG00000006062","literature","europepmc",0.01823792,1
"555645","MONDO_0008708","ENSG00000006625","literature","europepmc",0.01823792,1
"555646","MONDO_0008708","ENSG00000007171","literature","europepmc",0.0395155,2
"555647","MONDO_0008708","ENSG00000007350","literature","europepmc",0.04255516,1
"555648","MONDO_0008708","ENSG00000010610","literature","europepmc",0.1926135,8
"555649","MONDO_0008708","ENSG00000011465","literature","europepmc",0.1465367,4
"555650","MONDO_0008708","ENSG00000017427","literature","europepmc",0.04255516,1
"555651","MONDO_0008708","ENSG00000026025","literature","europepmc",0.01823792,1
"555652","MONDO_0008708","ENSG00000026508","literature","europepmc",0.01215862,1
"555653","MONDO_0008708","ENSG00000038427","literature","europepmc",0.1094275,1
"555654","MONDO_0008708","ENSG00000041982","literature","europepmc",0.03647585,2
"555655","MONDO_0008708","ENSG00000049540","literature","europepmc",0.2553309,2
"555656","MONDO_0008708","ENSG00000064012","literature","europepmc",0.01823792,1
"555657","MONDO_0008708","ENSG00000066230","literature","europepmc",0.01823792,1
"555658","MONDO_0008708","ENSG00000072274","literature","europepmc",0.03647585,1
"555659","MONDO_0008708","ENSG00000074181","literature","europepmc",0.01823792,1
"555660","MONDO_0008708","ENSG00000075624","literature","europepmc",0.03495602,2
"555661","MONDO_0008708","ENSG00000076984","literature","europepmc",0.01823792,1
"555662","MONDO_0008708","ENSG00000083444","literature","europepmc",0.02887671,2
"555663","MONDO_0008708","ENSG00000087245","literature","europepmc",0.04002211,3
"555664","MONDO_0008708","ENSG00000089220","literature","europepmc",0.09118962,1
"555665","MONDO_0008708","ENSG00000091137","literature","europepmc",0.01823792,1
"555666","MONDO_0008708","ENSG00000091583","literature","europepmc",0.1787265,65
"555667","MONDO_0008708","ENSG00000091831","literature","europepmc",0.02262854,3
"555668","MONDO_0008708","ENSG00000096717","literature","europepmc",0.01215862,1
"555669","MONDO_0008708","ENSG00000099953","literature","europepmc",0.03039654,1
"555670","MONDO_0008708","ENSG00000100226","literature","europepmc",0.03647585,1
"555671","MONDO_0008708","ENSG00000100644","literature","europepmc",0.073639,5
"555672","MONDO_0008708","ENSG00000100813","literature","europepmc",0.01215862,1
"555673","MONDO_0008708","ENSG00000101004","literature","europepmc",0.01215862,1
"555674","MONDO_0008708","ENSG00000101144","literature","europepmc",0.01823792,1
"555675","MONDO_0008708","ENSG00000102245","literature","europepmc",0.2670172,126
"555676","MONDO_0008708","ENSG00000102265","literature","europepmc",0.1985842,8
"555677","MONDO_0008708","ENSG00000102882","literature","europepmc",0.03647585,1
"555678","MONDO_0008708","ENSG00000104044","literature","europepmc",0.01823792,1
"555679","MONDO_0008708","ENSG00000104689","literature","europepmc",0.01823792,1
"555680","MONDO_0008708","ENSG00000104852","literature","europepmc",0.01823792,1
"555681","MONDO_0008708","ENSG00000104921","literature","europepmc",0.03647585,1
"555682","MONDO_0008708","ENSG00000105329","literature","europepmc",0.3401204,12
"555683","MONDO_0008708","ENSG00000105369","literature","europepmc",0.3133048,38
"555684","MONDO_0008708","ENSG00000105388","literature","europepmc",0.02431723,1
"555685","MONDO_0008708","ENSG00000105664","literature","europepmc",0.1874453,3
"555686","MONDO_0008708","ENSG00000106211","literature","europepmc",0.01823792,1
"555687","MONDO_0008708","ENSG00000106366","literature","europepmc",0.03039654,1
"555689","MONDO_0008708","ENSG00000106991","literature","europepmc",0.01823792,1
"555690","MONDO_0008708","ENSG00000107014","literature","europepmc",0.01823792,1
"555691","MONDO_0008708","ENSG00000107831","literature","europepmc",0.06079308,1
"555692","MONDO_0008708","ENSG00000108691","literature","europepmc",0.01215862,1
"555693","MONDO_0008708","ENSG00000108700","literature","europepmc",0.02431723,1
"555694","MONDO_0008708","ENSG00000108821","literature","europepmc",0.07684752,5
"555695","MONDO_0008708","ENSG00000108946","literature","europepmc",0.1215862,1
"555696","MONDO_0008708","ENSG00000109320","literature","europepmc",0.01215862,1
"555697","MONDO_0008708","ENSG00000109471","literature","europepmc",0.02127758,2
"555698","MONDO_0008708","ENSG00000110448","literature","europepmc",0.01823792,1
"555699","MONDO_0008708","ENSG00000111537","literature","europepmc",0.1264952,6
"555700","MONDO_0008708","ENSG00000111799","literature","europepmc",0.02482384,3
"555701","MONDO_0008708","ENSG00000112115","literature","europepmc",0.04711464,2
"555702","MONDO_0008708","ENSG00000112715","literature","europepmc",0.3071661,7
"555703","MONDO_0008708","ENSG00000113083","literature","europepmc",0.1237155,7
"555704","MONDO_0008708","ENSG00000113296","literature","europepmc",0.0729517,1
"555705","MONDO_0008708","ENSG00000113520","literature","europepmc",0.01215862,1
"555706","MONDO_0008708","ENSG00000113578","literature","europepmc",0.01215862,1
"555707","MONDO_0008708","ENSG00000113600","literature","europepmc",0.1215862,1
"555708","MONDO_0008708","ENSG00000113905","literature","europepmc",0.06079308,1
"555709","MONDO_0008708","ENSG00000115318","literature","europepmc",0.01823792,1
"555710","MONDO_0008708","ENSG00000115414","literature","europepmc",0.06383273,2
"555711","MONDO_0008708","ENSG00000116016","literature","europepmc",0.03039654,1
"555712","MONDO_0008708","ENSG00000116690","literature","europepmc",0.1215862,1
"555713","MONDO_0008708","ENSG00000117394","literature","europepmc",0.03039654,1
"555714","MONDO_0008708","ENSG00000117560","literature","europepmc",0.1312693,18
"555715","MONDO_0008708","ENSG00000118513","literature","europepmc",0.03039654,1
"555716","MONDO_0008708","ENSG00000118523","literature","europepmc",0.1048681,2
"555717","MONDO_0008708","ENSG00000118785","literature","europepmc",0.01823792,1
"555718","MONDO_0008708","ENSG00000119383","literature","europepmc",0.03039654,1
"555719","MONDO_0008708","ENSG00000119401","literature","europepmc",0.01215862,1
"555720","MONDO_0008708","ENSG00000120708","literature","europepmc",0.03039654,1
"555721","MONDO_0008708","ENSG00000120885","literature","europepmc",0.1033482,1
"555722","MONDO_0008708","ENSG00000122176","literature","europepmc",0.1215862,1
"555723","MONDO_0008708","ENSG00000122194","literature","europepmc",0.0395155,2
"555724","MONDO_0008708","ENSG00000124813","literature","europepmc",0.01215862,1
"555725","MONDO_0008708","ENSG00000125124","literature","europepmc",0.03039654,1
"555726","MONDO_0008708","ENSG00000125398","literature","europepmc",0.03343619,2
"555727","MONDO_0008708","ENSG00000125538","literature","europepmc",0.07944473,5
"555728","MONDO_0008708","ENSG00000125730","literature","europepmc",0.03478715,3
"555729","MONDO_0008708","ENSG00000125845","literature","europepmc",0.03343619,2
"555730","MONDO_0008708","ENSG00000125965","literature","europepmc",0.01823792,1
"555731","MONDO_0008708","ENSG00000125968","literature","europepmc",0.03039654,1
"555732","MONDO_0008708","ENSG00000126353","literature","europepmc",0.03647585,2
"555733","MONDO_0008708","ENSG00000128052","literature","europepmc",0.06535256,2
"555734","MONDO_0008708","ENSG00000129226","literature","europepmc",0.1215862,1
"555735","MONDO_0008708","ENSG00000130635","literature","europepmc",0.02414836,3
"555736","MONDO_0008708","ENSG00000131095","literature","europepmc",0.03039654,1
"555737","MONDO_0008708","ENSG00000131153","literature","europepmc",0.09118962,1
"555738","MONDO_0008708","ENSG00000131473","literature","europepmc",0.08661172,33
"555739","MONDO_0008708","ENSG00000132688","literature","europepmc",0.06839221,2
"555740","MONDO_0008708","ENSG00000132693","literature","europepmc",0.1337448,2
"555741","MONDO_0008708","ENSG00000133142","literature","europepmc",0.1094275,1
"555742","MONDO_0008708","ENSG00000133895","literature","europepmc",0.03647585,1
"555743","MONDO_0008708","ENSG00000134242","literature","europepmc",0.01215862,1
"555744","MONDO_0008708","ENSG00000134250","literature","europepmc",0.03039654,1
"555745","MONDO_0008708","ENSG00000135046","literature","europepmc",0.06079308,1
"555746","MONDO_0008708","ENSG00000135318","literature","europepmc",0.1519827,1
"555747","MONDO_0008708","ENSG00000135541","literature","europepmc",0.03039654,1
"555748","MONDO_0008708","ENSG00000136244","literature","europepmc",0.04370168,7
"555749","MONDO_0008708","ENSG00000136457","literature","europepmc",0.02431723,1
"555750","MONDO_0008708","ENSG00000136634","literature","europepmc",0.2093423,9
"555751","MONDO_0008708","ENSG00000136869","literature","europepmc",0.09422927,2
"555752","MONDO_0008708","ENSG00000137462","literature","europepmc",0.1884585,1
"555753","MONDO_0008708","ENSG00000137745","literature","europepmc",0.04255516,2
"555754","MONDO_0008708","ENSG00000137834","literature","europepmc",0.03039654,1
"555755","MONDO_0008708","ENSG00000138131","literature","europepmc",0.01823792,1
"555756","MONDO_0008708","ENSG00000138378","literature","europepmc",0.03039654,1
"555757","MONDO_0008708","ENSG00000138385","literature","europepmc",0.01215862,1
"555758","MONDO_0008708","ENSG00000138615","literature","europepmc",0.1215862,1
"555759","MONDO_0008708","ENSG00000138685","literature","europepmc",0.05341168,7
"555760","MONDO_0008708","ENSG00000138794","literature","europepmc",0.09118962,1
"555761","MONDO_0008708","ENSG00000138798","literature","europepmc",0.067379,3
"555762","MONDO_0008708","ENSG00000140443","literature","europepmc",0.2006172,1
"555763","MONDO_0008708","ENSG00000140463","literature","europepmc",0.03039654,1
"555764","MONDO_0008708","ENSG00000141510","literature","europepmc",0.03495602,2
"555765","MONDO_0008708","ENSG00000142208","literature","europepmc",0.2948464,2
"555766","MONDO_0008708","ENSG00000142319","literature","europepmc",0.1519827,1
"555767","MONDO_0008708","ENSG00000143632","literature","europepmc",0.02127758,2
"555768","MONDO_0008708","ENSG00000143924","literature","europepmc",0.01215862,1
"555769","MONDO_0008708","ENSG00000147437","literature","europepmc",0.06079308,1
"555770","MONDO_0008708","ENSG00000148400","literature","europepmc",0.4648138,4
"555771","MONDO_0008708","ENSG00000149311","literature","europepmc",0.01823792,1
"555772","MONDO_0008708","ENSG00000149968","literature","europepmc",0.04458159,3
"555773","MONDO_0008708","ENSG00000150051","literature","europepmc",0.03039654,1
"555774","MONDO_0008708","ENSG00000150093","literature","europepmc",0.03039654,1
"555775","MONDO_0008708","ENSG00000150787","literature","europepmc",0.01215862,1
"555776","MONDO_0008708","ENSG00000153563","literature","europepmc",0.2108135,5
"555777","MONDO_0008708","ENSG00000154096","literature","europepmc",0.09726893,1
"555778","MONDO_0008708","ENSG00000154277","literature","europepmc",0.01215862,1
"555779","MONDO_0008708","ENSG00000154640","literature","europepmc",0.08199287,7
"555780","MONDO_0008708","ENSG00000157150","literature","europepmc",0.01823792,1
"555781","MONDO_0008708","ENSG00000157766","literature","europepmc",0.1068945,3
"555782","MONDO_0008708","ENSG00000159023","literature","europepmc",0.03039654,1
"555783","MONDO_0008708","ENSG00000160255","literature","europepmc",0.01823792,1
"555784","MONDO_0008708","ENSG00000160791","literature","europepmc",0.1094275,2
"555785","MONDO_0008708","ENSG00000161021","literature","europepmc",0.04255516,1
"555786","MONDO_0008708","ENSG00000161638","literature","europepmc",0.01823792,1
"555787","MONDO_0008708","ENSG00000163501","literature","europepmc",0.0227974,2
"555788","MONDO_0008708","ENSG00000163631","literature","europepmc",0.03039654,1
"555789","MONDO_0008708","ENSG00000164111","literature","europepmc",0.03799567,2
"555790","MONDO_0008708","ENSG00000164168","literature","europepmc",0.06079308,1
"555791","MONDO_0008708","ENSG00000164399","literature","europepmc",0.01215862,1
"555792","MONDO_0008708","ENSG00000164400","literature","europepmc",0.01215862,1
"555793","MONDO_0008708","ENSG00000164690","literature","europepmc",0.02735689,2
"555794","MONDO_0008708","ENSG00000164692","literature","europepmc",0.01823792,1
"555795","MONDO_0008708","ENSG00000164733","literature","europepmc",0.06687239,1
"555796","MONDO_0008708","ENSG00000166147","literature","europepmc",0.2127758,1
"555797","MONDO_0008708","ENSG00000166670","literature","europepmc",0.06839221,2
"555798","MONDO_0008708","ENSG00000166803","literature","europepmc",0.07447152,2
"555800","MONDO_0008708","ENSG00000166949","literature","europepmc",0.01215862,1
"555801","MONDO_0008708","ENSG00000167244","literature","europepmc",0.03039654,1
"555802","MONDO_0008708","ENSG00000167580","literature","europepmc",0.0227974,2
"555803","MONDO_0008708","ENSG00000168477","literature","europepmc",0.06079308,1
"555804","MONDO_0008708","ENSG00000168542","literature","europepmc",0.01823792,1
"555805","MONDO_0008708","ENSG00000169047","literature","europepmc",0.06687239,1
"555806","MONDO_0008708","ENSG00000169083","literature","europepmc",0.1124672,2
"555807","MONDO_0008708","ENSG00000169245","literature","europepmc",0.02887671,2
"555808","MONDO_0008708","ENSG00000169429","literature","europepmc",0.03974854,5
"555809","MONDO_0008708","ENSG00000171094","literature","europepmc",0.01215862,1
"555810","MONDO_0008708","ENSG00000171388","literature","europepmc",0.02431723,1
"555811","MONDO_0008708","ENSG00000171564","literature","europepmc",0.03039654,1
"555812","MONDO_0008708","ENSG00000171840","literature","europepmc",0.01215862,1
"555813","MONDO_0008708","ENSG00000171862","literature","europepmc",0.1398241,1
"555814","MONDO_0008708","ENSG00000172037","literature","europepmc",0.01823792,1
"555815","MONDO_0008708","ENSG00000172062","literature","europepmc",0.01215862,1
"555816","MONDO_0008708","ENSG00000172156","literature","europepmc",0.02431723,1
"555817","MONDO_0008708","ENSG00000172936","literature","europepmc",0.01215862,1
"555818","MONDO_0008708","ENSG00000174697","literature","europepmc",0.03039654,1
"555819","MONDO_0008708","ENSG00000174951","literature","europepmc",0.01823792,1
"555820","MONDO_0008708","ENSG00000175104","literature","europepmc",0.02431723,1
"555821","MONDO_0008708","ENSG00000175387","literature","europepmc",0.01215862,1
"555822","MONDO_0008708","ENSG00000180210","literature","europepmc",0.2694076,9
"555823","MONDO_0008708","ENSG00000181163","literature","europepmc",0.1398241,1
"555824","MONDO_0008708","ENSG00000182492","literature","europepmc",0.02887671,2
"555825","MONDO_0008708","ENSG00000183137","literature","europepmc",0.04255516,1
"555826","MONDO_0008708","ENSG00000183258","literature","europepmc",0.03039654,1
"555827","MONDO_0008708","ENSG00000184371","literature","europepmc",0.01215862,1
"555828","MONDO_0008708","ENSG00000185946","literature","europepmc",0.03630698,3
"555829","MONDO_0008708","ENSG00000186810","literature","europepmc",0.02431723,1
"555830","MONDO_0008708","ENSG00000187003","literature","europepmc",0.03039654,1
"555831","MONDO_0008708","ENSG00000188783","literature","europepmc",0.08511031,1
"555832","MONDO_0008708","ENSG00000196126","literature","europepmc",0.2991526,4
"555833","MONDO_0008708","ENSG00000196611","literature","europepmc",0.08690862,8
"555834","MONDO_0008708","ENSG00000196739","literature","europepmc",0.1215862,1
"555835","MONDO_0008708","ENSG00000197249","literature","europepmc",0.06079308,1
"555836","MONDO_0008708","ENSG00000197603","literature","europepmc",0.1215862,1
"555837","MONDO_0008708","ENSG00000198670","literature","europepmc",0.03039654,1
"555838","MONDO_0008708","ENSG00000198793","literature","europepmc",0.04559481,2
"555839","MONDO_0008708","ENSG00000198910","literature","europepmc",0.02887671,2
"555840","MONDO_0008708","ENSG00000201823","literature","europepmc",0.01215862,1
"555841","MONDO_0008708","ENSG00000203710","literature","europepmc",0.01823792,1
"555842","MONDO_0008708","ENSG00000204262","literature","europepmc",0.03495602,2
"555843","MONDO_0008708","ENSG00000204389","literature","europepmc",0.01823792,1
"555844","MONDO_0008708","ENSG00000204525","literature","europepmc",0.05927325,2
"555845","MONDO_0008708","ENSG00000206503","literature","europepmc",0.1914982,2
"555846","MONDO_0008708","ENSG00000211891","literature","europepmc",0.06687239,1
"555847","MONDO_0008708","ENSG00000211897","literature","europepmc",0.06079308,1
"555848","MONDO_0008708","ENSG00000226278","literature","europepmc",0.06079308,1
"555849","MONDO_0008708","ENSG00000226979","literature","europepmc",0.01215862,1
"555850","MONDO_0008708","ENSG00000228285","literature","europepmc",0.03495602,2
"555851","MONDO_0008708","ENSG00000232810","literature","europepmc",0.165996,11
"555852","MONDO_0008708","ENSG00000234745","literature","europepmc",0.3997145,2
"555853","MONDO_0008708","ENSG00000239732","literature","europepmc",0.04255516,1
"555854","MONDO_0008708","ENSG00000244731","literature","europepmc",0.03774237,4
"555855","MONDO_0008708","ENSG00000244734","literature","europepmc",0.05471377,1
"555856","MONDO_0008708","ENSG00000260428","literature","europepmc",0.07582248,3
"555857","MONDO_0008708","ENSG00000261609","literature","europepmc",0.01519827,2
"555858","MONDO_0008708","ENSG00000262406","literature","europepmc",0.05471377,1
"555859","MONDO_0008708","ENSG00000271503","literature","europepmc",0.01823792,1
"555860","MONDO_0008708","ENSG00000275302","literature","europepmc",0.02431723,1
"555861","MONDO_0008708","ENSG00000279050","literature","europepmc",0.02431723,1
"560494","MONDO_0008708","ENSG00000001630","animal_model","impc",0.268827,1
"560495","MONDO_0008708","ENSG00000006377","animal_model","impc",0.2777636,1
"560496","MONDO_0008708","ENSG00000011143","animal_model","impc",0.331763,2
"560497","MONDO_0008708","ENSG00000048342","animal_model","impc",0.2542975,1
"560498","MONDO_0008708","ENSG00000054392","animal_model","impc",0.2941169,1
"560499","MONDO_0008708","ENSG00000066468","animal_model","impc",0.3201516,2
"560500","MONDO_0008708","ENSG00000070018","animal_model","impc",0.2857883,1
"560501","MONDO_0008708","ENSG00000070193","animal_model","impc",0.2641459,1
"560502","MONDO_0008708","ENSG00000070814","animal_model","impc",0.2816543,1
"560503","MONDO_0008708","ENSG00000073282","animal_model","impc",0.2565468,1
"560504","MONDO_0008708","ENSG00000081870","animal_model","impc",0.3255469,2
"560505","MONDO_0008708","ENSG00000083642","animal_model","impc",0.268523,1
"560506","MONDO_0008708","ENSG00000092969","animal_model","impc",0.2735689,1
"560507","MONDO_0008708","ENSG00000103494","animal_model","impc",0.3249542,2
"560508","MONDO_0008708","ENSG00000104313","animal_model","impc",0.2740552,1
"560509","MONDO_0008708","ENSG00000105880","animal_model","impc",0.2744808,1
"560511","MONDO_0008708","ENSG00000114251","animal_model","impc",0.2679151,1
"560512","MONDO_0008708","ENSG00000120008","animal_model","impc",0.2804385,1
"560513","MONDO_0008708","ENSG00000120519","animal_model","impc",0.2549662,1
"560514","MONDO_0008708","ENSG00000133110","animal_model","impc",0.2572155,1
"560515","MONDO_0008708","ENSG00000137203","animal_model","impc",0.2614102,1
"560516","MONDO_0008708","ENSG00000138002","animal_model","impc",0.2604983,1
"560517","MONDO_0008708","ENSG00000138039","animal_model","impc",0.2741768,1
"560518","MONDO_0008708","ENSG00000139174","animal_model","impc",0.272657,1
"560519","MONDO_0008708","ENSG00000146733","animal_model","impc",0.2631732,1
"560520","MONDO_0008708","ENSG00000147655","animal_model","impc",0.2578235,1
"560521","MONDO_0008708","ENSG00000148516","animal_model","impc",0.2561212,1
"560522","MONDO_0008708","ENSG00000164190","animal_model","impc",0.2580058,1
"560523","MONDO_0008708","ENSG00000164946","animal_model","impc",0.2935698,1
"560525","MONDO_0008708","ENSG00000169071","animal_model","impc",0.265301,1
"560526","MONDO_0008708","ENSG00000175793","animal_model","impc",0.2728393,1
"560527","MONDO_0008708","ENSG00000176887","animal_model","impc",0.2503459,1
"560528","MONDO_0008708","ENSG00000187535","animal_model","impc",0.2620182,1
"560529","MONDO_0008708","ENSG00000189120","animal_model","impc",0.25679,1
"560530","MONDO_0008708","ENSG00000197603","animal_model","impc",0.2691918,1
"560531","MONDO_0008708","ENSG00000198732","animal_model","impc",0.2537503,1
"560532","MONDO_0008708","ENSG00000213341","animal_model","impc",0.2620182,1
"565500","MONDO_0008708","ENSG00000140534","genetic_association","eva",0.01215862,1
"565501","MONDO_0008708","ENSG00000164690","genetic_association","eva",0.1945379,1
"581472","MONDO_0009032","ENSG00000001630","animal_model","impc",0.3276291,2
"581473","MONDO_0009032","ENSG00000011143","animal_model","impc",0.2660305,1
"581474","MONDO_0009032","ENSG00000029559","animal_model","impc",0.4551713,3
"581475","MONDO_0009032","ENSG00000032742","animal_model","impc",0.2545406,1
"581476","MONDO_0009032","ENSG00000066468","animal_model","impc",0.3862488,4
"581477","MONDO_0009032","ENSG00000068078","animal_model","impc",0.4523082,6
"581478","MONDO_0009032","ENSG00000072840","animal_model","impc",0.2747239,1
"581479","MONDO_0009032","ENSG00000074047","animal_model","impc",0.3669166,2
"581480","MONDO_0009032","ENSG00000077782","animal_model","impc",0.2671856,1
"581481","MONDO_0009032","ENSG00000081087","animal_model","impc",0.4077426,3
"581482","MONDO_0009032","ENSG00000084073","animal_model","impc",0.3624331,2
"581483","MONDO_0009032","ENSG00000099721","animal_model","impc",0.3549708,2
"581484","MONDO_0009032","ENSG00000102678","animal_model","impc",0.4006551,3
"581485","MONDO_0009032","ENSG00000103056","animal_model","impc",0.2798305,1
"581486","MONDO_0009032","ENSG00000106571","animal_model","impc",0.3183126,2
"581487","MONDO_0009032","ENSG00000108950","animal_model","impc",0.3220817,2
"581488","MONDO_0009032","ENSG00000109906","animal_model","impc",0.2572763,1
"581489","MONDO_0009032","ENSG00000110719","animal_model","impc",0.2645107,1
"581490","MONDO_0009032","ENSG00000112367","animal_model","impc",0.2530816,1
"581491","MONDO_0009032","ENSG00000119042","animal_model","impc",0.3200756,2
"581492","MONDO_0009032","ENSG00000120149","animal_model","impc",0.2676719,1
"581493","MONDO_0009032","ENSG00000120519","animal_model","impc",0.4304522,3
"581494","MONDO_0009032","ENSG00000124813","animal_model","impc",0.3945859,3
"581495","MONDO_0009032","ENSG00000125363","animal_model","impc",0.3549708,2
"581496","MONDO_0009032","ENSG00000127415","animal_model","impc",0.2639028,1
"581497","MONDO_0009032","ENSG00000128714","animal_model","impc",0.2588569,1
"581498","MONDO_0009032","ENSG00000132464","animal_model","impc",0.3242247,2
"581499","MONDO_0009032","ENSG00000133110","animal_model","impc",0.3425842,2
"581500","MONDO_0009032","ENSG00000136068","animal_model","impc",0.2555133,1
"581501","MONDO_0009032","ENSG00000136158","animal_model","impc",0.2553917,1
"581502","MONDO_0009032","ENSG00000139174","animal_model","impc",0.3586589,3
"581503","MONDO_0009032","ENSG00000139219","animal_model","impc",0.2535071,1
"581504","MONDO_0009032","ENSG00000139579","animal_model","impc",0.2527776,1
"581505","MONDO_0009032","ENSG00000143387","animal_model","impc",0.3622052,2
"581506","MONDO_0009032","ENSG00000143815","animal_model","impc",0.2499204,1
"581507","MONDO_0009032","ENSG00000147257","animal_model","impc",0.2516226,1
"581508","MONDO_0009032","ENSG00000147655","animal_model","impc",0.3772869,3
"581509","MONDO_0009032","ENSG00000148516","animal_model","impc",0.3956317,4
"581510","MONDO_0009032","ENSG00000152592","animal_model","impc",0.4588037,3
"581511","MONDO_0009032","ENSG00000154237","animal_model","impc",0.2557565,1
"581512","MONDO_0009032","ENSG00000156427","animal_model","impc",0.2865786,1
"581513","MONDO_0009032","ENSG00000157227","animal_model","impc",0.2675503,1
"581514","MONDO_0009032","ENSG00000157766","animal_model","impc",0.2663953,1
"581515","MONDO_0009032","ENSG00000158813","animal_model","impc",0.3807167,2
"581516","MONDO_0009032","ENSG00000159899","animal_model","impc",0.3471741,2
"581517","MONDO_0009032","ENSG00000164946","animal_model","impc",0.3997082,4
"581518","MONDO_0009032","ENSG00000165915","animal_model","impc",0.3229328,1
"581519","MONDO_0009032","ENSG00000168056","animal_model","impc",0.2674288,1
"581520","MONDO_0009032","ENSG00000169071","animal_model","impc",0.3681173,2
"581521","MONDO_0009032","ENSG00000169604","animal_model","impc",0.2654226,1
"581522","MONDO_0009032","ENSG00000169692","animal_model","impc",0.2507715,1
"581523","MONDO_0009032","ENSG00000173868","animal_model","impc",0.2573371,1
"581524","MONDO_0009032","ENSG00000176887","animal_model","impc",0.3512624,2
"581525","MONDO_0009032","ENSG00000177189","animal_model","impc",0.3922521,2
"581526","MONDO_0009032","ENSG00000177706","animal_model","impc",0.2628693,1
"581527","MONDO_0009032","ENSG00000180875","animal_model","impc",0.2561212,1
"581528","MONDO_0009032","ENSG00000185269","animal_model","impc",0.2629301,1
"581529","MONDO_0009032","ENSG00000187098","animal_model","impc",0.2686446,1
"581530","MONDO_0009032","ENSG00000187676","animal_model","impc",0.3415051,2
"581531","MONDO_0009032","ENSG00000189120","animal_model","impc",0.4925675,3
"581532","MONDO_0009032","ENSG00000197122","animal_model","impc",0.3073698,1
"581533","MONDO_0009032","ENSG00000197603","animal_model","impc",0.2609847,1
"581534","MONDO_0009032","ENSG00000213341","animal_model","impc",0.3332069,2
"585448","MONDO_0009032","ENSG00000119699","genetic_association","eva",0.01519827,2
"585449","MONDO_0009032","ENSG00000129071","genetic_association","eva",0.01519827,2
"585450","MONDO_0009032","ENSG00000132031","genetic_association","eva",0.01519827,2
"585451","MONDO_0009032","ENSG00000155761","genetic_association","eva",0.4377102,1
"585454","MONDO_0009032","ENSG00000187535","genetic_association","eva",0.6991204,2
"586050","MONDO_0009032","ENSG00000046651","literature","europepmc",0.04103533,2
"586052","MONDO_0009032","ENSG00000110274","literature","europepmc",0.03039654,1
"586055","MONDO_0009032","ENSG00000123607","literature","europepmc",0.02431723,1
"586056","MONDO_0009032","ENSG00000125124","literature","europepmc",0.01823792,1
"586057","MONDO_0009032","ENSG00000125398","literature","europepmc",0.01823792,1
"586058","MONDO_0009032","ENSG00000142168","literature","europepmc",0.01823792,1
"586059","MONDO_0009032","ENSG00000145040","literature","europepmc",0.01215862,1
"586060","MONDO_0009032","ENSG00000155761","literature","europepmc",0.01215862,1
"586062","MONDO_0009032","ENSG00000160299","literature","europepmc",0.01215862,1
"586064","MONDO_0009032","ENSG00000168026","literature","europepmc",0.01215862,1
"586065","MONDO_0009032","ENSG00000174483","literature","europepmc",0.01823792,1
"586066","MONDO_0009032","ENSG00000187535","literature","europepmc",0.2832485,6
"586067","MONDO_0009032","ENSG00000279050","literature","europepmc",0.03647585,1
"589548","MONDO_0009162","ENSG00000001630","animal_model","impc",0.2660913,1
"589549","MONDO_0009162","ENSG00000005073","animal_model","impc",0.2660913,1
"589550","MONDO_0009162","ENSG00000011143","animal_model","impc",0.2865178,1
"589551","MONDO_0009162","ENSG00000032742","animal_model","impc",0.2621398,1
"589552","MONDO_0009162","ENSG00000048342","animal_model","impc",0.2845724,1
"589553","MONDO_0009162","ENSG00000054598","animal_model","impc",0.2508322,1
"589555","MONDO_0009162","ENSG00000074047","animal_model","impc",0.2746631,1
"589556","MONDO_0009162","ENSG00000081087","animal_model","impc",0.2626261,1
"589557","MONDO_0009162","ENSG00000083642","animal_model","impc",0.3158808,1
"589558","MONDO_0009162","ENSG00000087494","animal_model","impc",0.2784323,1
"589559","MONDO_0009162","ENSG00000099139","animal_model","impc",0.2668208,1
"589560","MONDO_0009162","ENSG00000102678","animal_model","impc",0.2665777,1
"589561","MONDO_0009162","ENSG00000103056","animal_model","impc",0.3110782,1
"589562","MONDO_0009162","ENSG00000105429","animal_model","impc",0.2608023,1
"589563","MONDO_0009162","ENSG00000108821","animal_model","impc",0.2621398,1
"589564","MONDO_0009162","ENSG00000109906","animal_model","impc",0.3781346,3
"589565","MONDO_0009162","ENSG00000109929","animal_model","impc",0.2568508,1
"589566","MONDO_0009162","ENSG00000112144","animal_model","impc",0.2502851,1
"589567","MONDO_0009162","ENSG00000112175","animal_model","impc",0.2499811,1
"589568","MONDO_0009162","ENSG00000112773","animal_model","impc",0.2940561,1
"589569","MONDO_0009162","ENSG00000120068","animal_model","impc",0.2693133,1
"589570","MONDO_0009162","ENSG00000121892","animal_model","impc",0.2684014,1
"589571","MONDO_0009162","ENSG00000124813","animal_model","impc",0.2787971,1
"589572","MONDO_0009162","ENSG00000125378","animal_model","impc",0.2818367,1
"589573","MONDO_0009162","ENSG00000125398","animal_model","impc",0.3056676,1
"589574","MONDO_0009162","ENSG00000128714","animal_model","impc",0.3263221,2
